LAYER_NUMBER,MEAN (E7),MEAN (E8),MEAN (E14),MEAN (E15),MEAN (13),MEAN (16)
3447,2505.05,2179.97,2023.49,1994.02,,
3448,2558.24,2235.78,2104.46,2081.62,,
3449,2529.99,2205.11,2054.37,2038.53,,
3450,2482.15,2171.26,2035.47,2001.92,,
3451,2597.18,2270.37,2115.86,2099.03,,
3452,2489.5,2183.14,2043.9,2031.55,,
3453,2545.56,2209.19,2051.89,2033.66,,
3454,2528.46,2228.87,2100.93,2070.79,,
3455,2518.58,2188.1,2030.92,2000.34,,
3456,2558.08,2238.4,2097.76,2071.95,,
3457,2550.6,2223.04,2070.47,2056.21,,
3458,2491.21,2174.62,2032.99,2015.83,,
3459,2608.13,2266.55,2119.01,2091.15,,
3460,2469.45,2169,2036.6,2019.44,,
3461,2512.06,2188.01,2030.85,2020.79,,
3462,2566.8,2247.91,2116.88,2090.33,,
3463,2533.56,2199.72,2039.44,2004.25,,
3464,2541.73,2206.02,2083.24,2054.35,,
3465,2554.83,2216.41,2077.57,2056.27,,
3466,2476,2164.58,2020.65,1996.49,,
3467,2623.69,2268.08,2114.23,2095.84,,
3468,2496.9,2180.21,2048.86,2037.92,,
3469,2507.81,2167.48,2026.13,2004.73,,
3470,2543.17,2227.89,2105.34,2082.43,,
3471,2511.69,2191.1,2034.87,2011.32,,
3472,2528.25,2206.54,2073.87,2056.22,,
3473,2556.19,2232.38,2085.21,2065.37,,
3474,2465.55,2151.77,2013.82,2000.99,,
3475,2611.58,2254.75,2114.14,2083.45,,
3476,2489.54,2180.37,2051.52,2033.28,,
3477,2526.24,2182.62,2031.27,2011.83,,
3478,2571.45,2252.6,2121.89,2101.49,,
3479,2533.01,2182.58,2032.94,2011.27,,
3480,2531.2,2197.41,2064.95,2049.08,,
3481,2544.13,2221.99,2083.46,2073.49,,
3482,2456.27,2150.38,2019.9,2003.18,,
3483,2609.23,2260.44,2116.74,2095.71,,
3484,2490.08,2178.17,2062.03,2042.08,,
3485,2511.78,2169.39,2023.84,1994.28,,
3486,2563.18,2235.89,2119.46,2106.98,,
3487,2499.38,2164.82,2020.69,2004.24,,
3488,2522.14,2190.44,2064.03,2048.48,,
3489,2573.42,2238.59,2098.49,2081.47,,
3490,2470.09,2160.44,2025.74,2008.88,,
3491,2589.38,2247.53,2103.65,2080.16,,
3492,2471.91,2175.62,2053.3,2038.69,,
3493,2502.91,2159.28,2018.64,2008.81,,
3494,2575.04,2242.24,2129.27,2094.21,,
3495,2533.69,2193.06,2048.11,2031.32,,
3496,2504.39,2167.86,2052.21,2032.39,,
3497,2574.68,2234.23,2093.49,2078.08,,
3498,2451.29,2141.66,2013.51,2003.91,,
3499,2613.33,2257.58,2112.37,2099.74,,
3500,2510.54,2194.34,2083.78,2072.71,,
3501,2496.9,2174.89,2030.52,2004.61,,
3502,2559.29,2237.78,2124.08,2112.36,,
3503,2525.34,2177.38,2045.25,2018.85,,
3504,2496.07,2175.02,2051.55,2036.19,,
3505,2599.54,2257.97,2117.84,2104,,
3506,2499.25,2173.3,2047.11,2033.72,,
3507,2591.25,2224.41,2088.78,2069.74,,
3508,2519.77,2196.12,2081.88,2058.42,,
3509,2505.47,2176.4,2026.5,2019.32,,
3510,2571.27,2241.4,2120.8,2097.79,,
3511,2538.18,2195.31,2053.37,2036.01,,
3512,2480.18,2160.32,2042.44,2021.94,,
3513,2593.95,2241.5,2112.83,2088.65,,
3514,2465.3,2152.57,2029.53,2014.7,,
3515,2579.02,2223.17,2078.29,2064.66,,
3516,2519.33,2202.48,2090.95,2076.4,,
3517,2511.25,2168.96,2024.43,2006.92,,
3518,2557.56,2230.81,2113.49,2094.67,,
3519,2510.81,2170.08,2043.71,2027.38,,
3520,2478.73,2151.17,2024.58,2008.35,,
3521,2601.6,2254.53,2123.31,2107.77,,
3522,2464.63,2150.44,2026.09,2022.41,,
3523,2566.22,2202.98,2065.05,2055.29,,
3524,2522.11,2197.45,2082.78,2064.49,,
3525,2491.05,2163.79,2011.21,2003.28,,
3526,2599,2251.98,2133.15,2112.16,,
3527,2559.55,2209.86,2073.6,2049.64,,
3528,2475.49,2150.36,2024.77,2010.76,,
3529,2609.97,2257.27,2121.5,2102.39,,
3530,2478.31,2148.6,2029.28,2020.22,,
3531,2550.9,2203.75,2065.54,2057.56,,
3532,2553.96,2229.7,2111.02,2095.65,,
3533,2519.67,2173.04,2034.83,2011.18,,
3534,2558.4,2229.2,2117.75,2096.63,,
3535,2522.97,2188.11,2053.8,2045.15,,
3536,2491.04,2175.5,2041.29,2029.25,,
3537,2616.13,2263.23,2128.44,2122.52,,
3538,2489.17,2166.9,2044.98,2044.84,,
3539,2545.13,2190.59,2059.49,2043.45,,
3540,2527.22,2205.34,2091.39,2074.78,,
3541,2496.99,2164.99,2027.06,2015.21,,
3542,2547.25,2229.12,2103.37,2081.95,,
3543,2544.8,2208.44,2078.38,2061.65,,
3544,2480.2,2149.56,2027.59,2012.89,,
3545,2610.3,2254.46,2118.85,2100.95,,
3546,2463.24,2147.12,2035.57,2028.58,,
3547,2530.67,2182.9,2045.95,2036.93,,
3548,2568.7,2232.56,2118.02,2100.74,,
3549,2527.58,2183.18,2036.3,2020.07,,
3550,2540.28,2209.85,2097.43,2081,,
3551,2542.81,2204.96,2081.04,2064.19,,
3552,2458.24,2153.88,2020.94,2019.94,,
3553,2612.45,2261.88,2123.08,2108.12,,
3554,2500.57,2168.28,2056.8,2049.5,,
3555,2528.23,2175.3,2036,2027.57,,
3556,2549.14,2226.06,2115.58,2094.42,,
3557,2507.96,2164.05,2015.08,2007.38,,
3558,2557.35,2219.22,2102.2,2078.12,,
3559,2556.22,2216.65,2082.87,2071.8,,
3560,2468.66,2147.94,2014.45,2017.4,,
3561,2600.91,2251.69,2114.55,2100.66,,
3562,2468.53,2150.3,2035.16,2027.49,,
3563,2512.69,2167.97,2027.6,2024.39,,
3564,2570.93,2236.86,2121.26,2106.42,,
3565,2517.03,2175.63,2033.44,2022.1,,
3566,2546.26,2193.28,2080.38,2069.4,,
3567,2559.47,2210.59,2081.3,2069.33,,
3568,2464.11,2147.13,2027.36,2014.05,,
3569,2621.13,2251.07,2111.86,2107.36,,
3570,2520.11,2189.9,2073.23,2065.36,,
3571,2512.78,2170.25,2039.09,2024.32,,
3572,2562.95,2237.31,2124.08,2110.99,,
3573,2512.45,2172.52,2036.41,2026.53,,
3574,2542.73,2204.16,2089.04,2063.34,,
3575,2579.35,2242.12,2109.77,2092.46,,
3576,2492.58,2165.82,2044.4,2032.11,,
3577,2614.04,2235.05,2109.53,2088.5,,
3578,2483.46,2162.58,2050.19,2046.75,,
3579,2518.92,2164.95,2025.64,2016.15,,
3580,2578.78,2233.69,2128.05,2110.47,,
3581,2533,2187.83,2055.75,2037.49,,
3582,2499.34,2166.32,2052.09,2046.74,,
3583,2557.81,2217.17,2089.43,2084.4,,
3584,2478.7,2150.46,2034.35,2025.35,,
3585,2608.43,2232.04,2098.68,2109.02,,
3586,2514.48,2186.08,2080.18,2063.45,,
3587,2526.34,2161.55,2029.86,2025.35,,
3588,2587.44,2227.47,2123.85,2105.91,,
3589,2518.49,2165.38,2028.92,2023.65,,
3590,2508.86,2165.74,2047.17,2043.59,,
3591,2599.09,2249.48,2118.38,2116.13,,
3592,2498.71,2164.06,2042.61,2038.36,,
3593,2597.97,2222.05,2094.01,2079.29,,
3594,2519.48,2193.67,2080.2,2068.4,,
3595,2514.24,2155.07,2021.05,2012.14,,
3596,2603.73,2238.85,2129.24,2123.34,,
3597,2560.4,2202.68,2064.67,2046.92,,
3598,2513.35,2167.8,2053.48,2046.53,,
3599,2603.19,2242.35,2118.78,2114.99,,
3600,2481.55,2149.95,2027.66,2030.79,,
3601,2584.1,2232.56,2096.96,2090.75,,
3602,2512.79,2198.04,2086.18,2085.72,,
3603,2531.79,2166.4,2043.43,2021.99,,
3604,2582.87,2237.49,2131.23,2113.66,,
3605,2522.74,2172.23,2040.3,2032.77,,
3606,2485.09,2146.73,2035.59,2024.78,,
3607,2623.43,2258.45,2129.58,2120.04,,
3608,2464.89,2153.81,2024.67,2028.46,,
3609,2582.57,2208.75,2069.29,2061.47,,
3610,2529.96,2196.97,2085.68,2076.81,,
3611,2536.4,2184.19,2039.32,2024.78,,
3612,2590.69,2235.01,2121.53,2107.55,,
3613,2570.68,2211.97,2079.47,2064.25,,
3614,2494.17,2158.49,2040.77,2031.95,,
3615,2609.81,2254.08,2121.9,2110.5,,
3616,2479.21,2156.29,2034.48,2037.49,,
3617,2572.47,2212.48,2072.49,2069.13,,
3618,2556.57,2228.38,2116.81,2113.26,,
3619,2544.98,2190.16,2049.75,2031.15,,
3620,2570.04,2227.09,2109.71,2103.78,,
3621,2552.68,2209.21,2075.7,2061.24,,
3622,2496.2,2162.41,2052.36,2028.76,,
3623,2644.78,2269.05,2141.84,2138.17,,
3624,2495.23,2176.52,2050.32,2054.2,,
3625,2563.06,2198.61,2071.67,2056.5,,
3626,2532.88,2202.64,2105.77,2095.65,,
3627,2534.4,2183.48,2044.61,2042.64,,
3628,2584,2231.95,2121.75,2113.66,,
3629,2561.04,2206.2,2076.83,2079.07,,
3630,2488.44,2154.63,2043.23,2046.55,,
3631,2614.34,2258.43,2132.24,2117.48,,
3632,2461.07,2143.47,2023.91,2040.85,,
3633,2551.47,2194.89,2055.36,2064.54,,
3634,2568.49,2230.51,2124.88,2123.55,,
3635,2548.42,2186.58,2053.61,2035.43,,
3636,2579.28,2217.36,2102.67,2104.24,,
3637,2573.12,2210.64,2079.67,2073.4,,
3638,2477.72,2154.91,2026.71,2018.33,,
3639,2638.64,2262.73,2132.57,2130.76,,
3640,2503.96,2173.31,2051.62,2060.14,,
3641,2527.67,2176.81,2041.11,2047.09,,
3642,2552.06,2228.47,2117.27,2108.63,,
3643,2523.07,2171.73,2041.67,2026.84,,
3644,2562.92,2222.45,2104.23,2087.15,,
3645,2553.64,2202.98,2082.51,2085.08,,
3646,2483.09,2144.01,2033.1,2033.08,,
3647,2635,2261.07,2132.76,2122.21,,
3648,2477.74,2140.65,2044.93,2053.3,,
3649,2532.83,2164.86,2037.3,2047.55,,
3650,2588.49,2247.93,2130.21,2128.99,,
3651,2532.35,2181.41,2044.55,2038.09,,
3652,2551.23,2214.65,2091.37,2094.77,,
3653,2565.68,2213.72,2087.92,2089.32,,
3654,2491.4,2167,2037.47,2045.97,,
3655,2635.26,2263.16,2130.98,2133.18,,
3656,2528.91,2198.07,2089.1,2080.8,,
3657,2559.21,2186.17,2050.45,2048.27,,
3658,2591.82,2240.09,2140.17,2131.88,,
3659,2529.49,2175.54,2041.04,2037.22,,
3660,2569.5,2204.58,2107.55,2092.63,,
3661,2592.03,2237.82,2113.64,2111.45,,
3662,2513.34,2167,2048.28,2051.6,,
3663,2627.85,2245.76,2123.81,2109.98,,
3664,2527.31,2184.88,2082.88,2086.47,,
3665,2555.81,2185.55,2044.4,2048.43,,
3666,2604.06,2245.8,2147.49,2144.68,,
3667,2570.28,2210.53,2069.64,2066.77,,
3668,2528.86,2178.19,2078.7,2075.29,,
3669,2587.34,2221.29,2103.96,2100.35,,
3670,2475.53,2151.64,2025.55,2026.43,,
3671,2611.24,2254.39,2122.78,2120.84,,
3672,2532.08,2190.54,2082.12,2085.69,,
3673,2531.95,2165.6,2039.38,2033.69,,
3674,2583.18,2240.73,2129.87,2131.85,,
3675,2533.4,2169.38,2039.16,2040.86,,
3676,2518.75,2175.9,2067.01,2069.94,,
3677,2624.76,2257.56,2118.62,2123.22,,
3678,2513.17,2172.01,2050.36,2055.9,,
3679,2607.76,2235.68,2103.94,2103.9,,
3680,2525.48,2182.49,2075.49,2076.59,,
3681,2541.78,2192,2056.7,2055.22,,
3682,2590.45,2259.05,2146.81,2133.15,,
3683,2567.38,2204.07,2070.05,2063.31,,
3684,2525.08,2178.49,2065.35,2062.11,,
3685,2617.82,2245.32,2120.53,2112.29,,
3686,2489.15,2157.52,2041.86,2045.74,,
3687,2639.12,2252.07,2116.75,2117.18,,
3688,2520.74,2171.26,2085.63,2091.82,,
3689,2569.13,2196.17,2060.94,2054.55,,
3690,2602.8,2242.46,2139.62,2133.63,,
3691,2534.91,2195.45,2066.72,2066.63,,
3692,2538.11,2191.16,2077.1,2069.41,,
3693,2631.51,2268.04,2142.51,2144.49,,
3694,2522.01,2177.29,2063.26,2068.33,,
3695,2637.65,2246.11,2113.95,2103.78,,
3696,2565.3,2205.49,2109.1,2097.94,,
3697,2556.85,2187.57,2053.61,2057.31,,
3698,2622.71,2256.68,2154.4,2139.28,,
3699,2600.11,2220.64,2094.82,2092.43,,
3700,2515.28,2160.59,2060.62,2063.07,,
3701,2638.54,2266.03,2140.32,2134.16,,
3702,2480.38,2153.65,2041.88,2052.22,,
3703,2604.69,2225.1,2098.16,2100.57,,
3704,2555.49,2205.64,2107.84,2110.69,,
3705,2578.21,2208.47,2066.19,2059.53,,
3706,2593.58,2225.25,2122.37,2121.33,,
3707,2576.26,2218.73,2083.31,2081.11,,
3708,2516.15,2168.03,2052.66,2053.28,,
3709,2647.21,2262.9,2140.13,2138.55,,
3710,2539.97,2181.44,2065.47,2075.22,,
3711,2584.58,2219.1,2087.81,2087.36,,
3712,2545.54,2203.35,2111.47,2115.44,,
3713,2559.16,2199.55,2053.01,2060.23,,
3714,2616.72,2249.78,2141.74,2138.73,,
3715,2605.06,2228.3,2104.51,2095.79,,
3716,2477.02,2139.18,2039.72,2046.89,,
3717,2663,2273.58,2155.58,2143.85,,
3718,2511.49,2162.89,2052.27,2067.66,,
3719,2576.36,2196.87,2064.5,2075.35,,
3720,2594.57,2237.72,2141.85,2146.29,,
3721,2564.72,2198.77,2063.21,2066.74,,
3722,2596.72,2230.54,2128.92,2121.59,,
3723,2566.01,2198.14,2086.29,2089.37,,
3724,2517.79,2171.1,2049.35,2052.25,,
3725,2669.03,2289.1,2157.73,2164.98,,
3726,2544.14,2181.98,2073.11,2083.44,,
3727,2587.38,2197.64,2073.02,2069.43,,
3728,2585.04,2221.82,2134.63,2129.95,,
3729,2551,2178.31,2048.99,2050.39,,
3730,2595.96,2222.88,2117.2,2113.5,,
3731,2586.48,2222.56,2102.71,2102.41,,
3732,2542.7,2174.68,2068.18,2065.2,,
3733,2668.6,2271.08,2146.78,2141.27,,
3734,2523.42,2192.47,2072.96,2091.91,,
3735,2577.02,2204.54,2071.96,2073.93,,
3736,2613.04,2264.15,2160.41,2154.2,,
3737,2577.48,2201.36,2070.67,2070.05,,
3738,2594.04,2219.24,2114.26,2105.81,,
3739,2598.71,2215.83,2098.86,2093.23,,
3740,2507.77,2154.61,2044.66,2048.51,,
3741,2652.8,2281.13,2144.61,2147.13,,
3742,2565.45,2197.57,2102.1,2104.7,,
3743,2572.47,2205.42,2069.66,2068.74,,
3744,2612.71,2254.94,2158.4,2151.13,,
3745,2573.55,2212.72,2070.34,2066.99,,
3746,2591.89,2227.33,2123.81,2123.31,,
3747,2620.74,2247.7,2128.61,2120.11,,
3748,2531.15,2173.57,2055.61,2067.76,,
3749,2679.63,2282.46,2161.67,2151.16,,
3750,2558.9,2210.29,2099.89,2101.33,,
3751,2542.22,2175.74,2050.75,2053.53,,
3752,2638.18,2267.45,2172.11,2160.14,,
3753,2596.16,2219.45,2088.56,2085.92,,
3754,2548.88,2184.58,2074.65,2082.94,,
3755,2608.67,2229.99,2110.27,2115.75,,
3756,2511.36,2165.27,2061.16,2068.18,,
3757,2673.9,2279.57,2148.93,2151.3,,
3758,2570.19,2207.59,2099.03,2107.7,,
3759,2576.23,2193.55,2067.75,2058.11,,
3760,2633.23,2252.83,2161.23,2155.99,,
3761,2529.18,2174.83,2053.05,2054.8,,
3762,2573.17,2210.75,2099.3,2107.61,,
3763,2629.33,2256.79,2137.74,2136.49,,
3764,2501.49,2153.19,2032.63,2061.77,,
3765,2676.11,2283.33,2157.68,2147.16,,
3766,2535.17,2188.03,2080.86,2084.78,,
3767,2577.16,2200.73,2072.63,2068.01,,
3768,2655.2,2287.64,2181.27,2174.45,,
3769,2592.71,2216.31,2089.79,2095.56,,
3770,2556.46,2202.3,2088.2,2093.36,,
3771,2625.72,2273.99,2152.08,2147.94,,
3772,2533.82,2184.13,2067.61,2079.4,,
3773,2664.59,2279.88,2147.89,2155.04,,
3774,2582.29,2223.23,2110.39,2121.93,,
3775,2603.04,2213.3,2078.22,2079.62,,
3776,2657.9,2259.19,2159.75,2162.86,,
3777,2616.2,2230.55,2107.05,2101.89,,
3778,2597.42,2208.79,2110.06,2100.29,,
3779,2685.1,2299.21,2174.64,2173.18,,
3780,2567.54,2212.88,2092.32,2104.13,,
3781,2648.01,2263.56,2136.55,2130.52,,
3782,2562.78,2212.17,2106.95,2116.71,,
3783,2614.15,2227.91,2087.58,2080.89,,
3784,2660.38,2287.75,2177.36,2175.83,,
3785,2637.72,2248.56,2119.38,2122.52,,
3786,2568.82,2189.14,2087.27,2097.21,,
3787,2693.01,2307.9,2180.87,2182.41,,
3788,2550.76,2180.21,2069.93,2086.19,,
3789,2656.73,2251.74,2123.64,2123.93,,
3790,2616.06,2240.86,2137.73,2143.18,,
3791,2582.88,2204.96,2074.09,2075.56,,
3792,2652.35,2264.78,2170.56,2168.98,,
3793,2620.34,2234.76,2109.98,2112.51,,
3794,2552.36,2194.38,2086.6,2084.36,,
3795,2676.09,2296.69,2170.53,2178.27,,
3796,2561.94,2199.02,2085.72,2097.81,,
3797,2644.58,2236.62,2118.46,2111.82,,
3798,2582.09,2221.78,2118.96,2123.41,,
3799,2564.56,2186.88,2044.38,2056.94,,
3800,2679.91,2280.7,2176.82,2177.23,,
3801,2614.23,2233.43,2110.15,2111.33,,
3802,2534.6,2169.31,2064.04,2075.54,,
3803,2686.17,2284.71,2169.5,2163.46,,
3804,2522.09,2170.59,2053.49,2074.97,,
3805,2637.11,2225.14,2095.78,2098.91,,
3806,2615.59,2248.63,2152.33,2153.32,,
3807,2607.95,2214.54,2076.95,2072.32,,
3808,2640.58,2251.3,2149.18,2157,,
3809,2581.34,2211.72,2087.59,2097.82,,
3810,2578.9,2197.72,2090.62,2093.61,,
3811,2709.17,2324.83,2193.03,2200.58,,
3812,2532.74,2179.59,2073.04,2101.55,,
3813,2625.47,2228,2101.95,2099.08,,
3814,2626.8,2254.23,2153.61,2160.54,,
3815,2615.96,2225.41,2097.36,2094.31,,
3816,2663.21,2272.34,2164.06,2166.23,,
3817,2635.48,2242.2,2127.22,2127.08,,
3818,2545.37,2176.75,2073.34,2085.67,,
3819,2702.36,2285.95,2176.57,2172.6,,
3820,2557.33,2214.69,2101.35,2121.19,,
3821,2622.44,2235.93,2112.49,2120.57,,
3822,2659.48,2281.72,2187.27,2192.56,,
3823,2620.84,2228.03,2107.67,2106.44,,
3824,2642.33,2254.3,2153.47,2151.5,,
3825,2635.66,2238.59,2124.09,2129.64,,
3826,2587,2215.12,2104.95,2099.27,,
3827,2721.41,2311.13,2190.57,2197.03,,
3828,2599.2,2218.57,2123.61,2135.61,,
3829,2620.46,2217.09,2094.65,2089.2,,
3830,2670.84,2281.33,2185.42,2195.56,,
3831,2580.07,2207.65,2074.06,2076.42,,
3832,2642.4,2253.64,2155.72,2155.83,,
3833,2681.65,2275.16,2157.07,2150.36,,
3834,2569.41,2203.89,2094.5,2100.21,,
3835,2722.64,2306.06,2187.99,2182.5,,
3836,2607.12,2223.25,2129.05,2127.15,,
3837,2605.96,2196.61,2078.04,2083.41,,
3838,2678.27,2291.33,2189.17,2192.89,,
3839,2626.14,2230.4,2105.66,2115.15,,
3840,2627.1,2222.43,2120.78,2124.89,,
3841,2631.63,2247.15,2133.47,2140.3,,
3842,2558.66,2192.69,2073.68,2090.87,,
3843,2715.2,2300.29,2171.75,2178.2,,
3844,2596.17,2227.01,2123.29,2133.07,,
3845,2634.84,2221.44,2104.77,2097.27,,
3846,2673.58,2283.14,2189.4,2187.71,,
3847,2602.01,2207.02,2087.58,2094.45,,
3848,2628.18,2225.31,2127.51,2135.29,,
3849,2686.75,2284.12,2170.99,2166.06,,
3850,2601.92,2221.65,2112.65,2117.01,,
3851,2705.18,2290.72,2168.34,2171.04,,
3852,2570.48,2203.04,2110.56,2119.49,,
3853,2622.37,2229.14,2105.11,2110.13,,
3854,2703.29,2318,2212.49,2212.3,,
3855,2650.69,2251.17,2125.66,2116.59,,
3856,2611.42,2215.71,2124.13,2130.31,,
3857,2695.77,2285.41,2169.07,2165.4,,
3858,2590.55,2212.42,2105.58,2115.42,,
3859,2713.37,2290.47,2161.85,2174.88,,
3860,2632.27,2239.92,2144.24,2145.48,,
3861,2597.62,2206.16,2082.76,2089.88,,
3862,2684.72,2294.5,2188.31,2188.63,,
3863,2630.38,2235.15,2114.39,2120.62,,
3864,2590.31,2207.06,2105.88,2106.16,,
3865,2724.06,2304.14,2192.53,2189.86,,
3866,2594.68,2201.38,2094.47,2113.24,,
3867,2715.86,2294.92,2162.05,2160.29,,
3868,2612.94,2225.15,2131.58,2143.77,,
3869,2623.45,2213.78,2079.8,2087.01,,
3870,2722.32,2311.36,2215.51,2207.8,,
3871,2660.19,2267.29,2148.27,2138.16,,
3872,2577.16,2190.51,2095.08,2104.66,,
3873,2729.02,2313.92,2198.19,2198.06,,
3874,2556.06,2192.56,2087.13,2096.28,,
3875,2713.23,2290.19,2173.15,2179.34,,
3876,2611.37,2239.64,2162.05,2159.66,,
3877,2618.48,2205.35,2093.16,2093.66,,
3878,2692.47,2281.54,2179.72,2178.45,,
3879,2642.13,2233.66,2110.1,2113.56,,
3880,2609.93,2215.44,2116.18,2115.2,,
3881,2722.26,2314.45,2203.67,2199.03,,
3882,2610.02,2217.22,2104.94,2124.16,,
3883,2693.1,2265.26,2142.74,2141.86,,
3884,2631.48,2240.93,2147.96,2152.44,,
3885,2648.99,2237.84,2114.81,2110.76,,
3886,2710.51,2287.22,2197.99,2198.02,,
3887,2670.2,2253.51,2137.66,2133.14,,
3888,2583.93,2203,2102.03,2107.13,,
3889,2745.76,2310.26,2201.28,2193.9,,
3890,2597.25,2215.56,2104.64,2120.94,,
3891,2697.91,2265.5,2142.51,2151,,
3892,2671.08,2273.48,2176.08,2190.51,,
3893,2635.05,2221.68,2102.49,2102.84,,
3894,2706.77,2282.3,2194.98,2197.55,,
3895,2659.82,2244.69,2136.35,2144.31,,
3896,2602.39,2217.35,2102.13,2102.89,,
3897,2757.02,2338.33,2209.58,2210.35,,
3898,2630.87,2236.19,2128.49,2143.86,,
3899,2695.11,2260.4,2132.87,2132.01,,
3900,2681.54,2273.62,2194.29,2185.53,,
3901,2630.48,2239.73,2108.25,2100.74,,
3902,2698.99,2294.21,2204.1,2190.22,,
3903,2688.87,2272.46,2157.08,2150.5,,
3904,2581.25,2188.6,2092.83,2108.77,,
3905,2756.37,2321.98,2204.76,2200.56,,
3906,2623.43,2223.59,2120.77,2131.96,,
3907,2672.37,2246.72,2118.74,2122.6,,
3908,2694.35,2300.25,2208.46,2211.58,,
3909,2649.14,2240.5,2112.68,2118.04,,
3910,2689.14,2260.54,2168.23,2171.52,,
3911,2655.67,2257.78,2143.3,2146.95,,
3912,2580.21,2194.13,2081.75,2100.19,,
3913,2757.89,2343.26,2213.38,2218.21,,
3914,2635.79,2233.28,2135.2,2149.46,,
3915,2661.06,2246.77,2118.14,2110.12,,
3916,2692.63,2282.54,2189.12,2192.92,,
3917,2624.68,2221.07,2096.34,2099.91,,
3918,2683.58,2276.75,2170.35,2172.87,,
3919,2703.35,2283.48,2166.49,2172.32,,
3920,2609.43,2211.11,2107,2112.54,,
3921,2742.02,2327.63,2205.32,2197.02,,
3922,2589.72,2214.57,2116.82,2130.27,,
3923,2665.29,2248.43,2123.82,2130.29,,
3924,2712.4,2305.9,2204.07,2204.36,,
3925,2659.53,2257.19,2126.4,2127.03,,
3926,2639.48,2229.93,2136.93,2160.28,,
3927,2684.18,2275.52,2158.19,2168.44,,
3928,2607.75,2216.71,2099.14,2112.97,,
3929,2776.23,2337.51,2203.93,2211.99,,
3930,2641.98,2168.41,2125.8,2159.73,,
3931,2647.24,2232.15,2119.28,2118.6,,
3932,2703.11,2308.19,2206.81,2214.98,,
3933,2655.05,2244.21,2111.64,2118.56,,
3934,2674.44,2264.68,2165.98,2161.82,,
3935,2727.71,2301.74,2185.14,2193.62,,
3936,2622.17,2227.64,2117.05,2135.12,,
3937,2754.23,2315.11,2195.79,2193.05,,
3938,2631.4,2237.09,2141.38,2157.86,,
3939,2652.27,2230.57,2105.68,2124.71,,
3940,2740.49,2327.54,2231.92,2229.19,,
3941,2674.4,2272.78,2139.14,2144.03,,
3942,2644.55,2228.93,2137.82,2146.65,,
3943,2725.31,2315.74,2194.51,2204.61,,
3944,2610.83,2230.72,2114.64,2120.63,,
3945,2782.95,2325.45,2203.34,2208.45,,
3946,2673.11,2265.33,2172.11,2182.2,,
3947,2677.43,2251.95,2130.53,2133.11,,
3948,2725.52,2305.57,2217.41,2224.28,,
3949,2692.25,2261.56,2137.03,2151.28,,
3950,2663.25,2243.02,2148.23,2148.63,,
3951,2740.46,2324.79,2218.95,2222.22,,
3952,2611.75,2216.81,2122.22,2148.9,,
3953,2761.39,2305.29,2191.64,2186.05,,
3954,2648.91,2248.65,2158.48,2171.31,,
3955,2658.96,2239.79,2110.36,2120.07,,
3956,2756.65,2324.79,2233.91,2238.75,,
3957,2718.89,2276.47,2160.8,2154.85,,
3958,2647.61,2220.49,2127.63,2145.62,,
3959,2769.17,2317.45,2208.17,2204.44,,
3960,2621.16,2216.21,2112.94,2128.19,,
3961,2741.98,2330.66,2198.64,2205.81,,
3962,2704.85,2293.53,2200.73,2205.06,,
3963,2671.85,2237.23,2117.95,2125.32,,
3964,2734.71,2307.01,2223.04,2225.43,,
3965,2683.83,2244.57,2130.98,2146.31,,
3966,2657.31,2232.2,2133.56,2140.93,,
3967,2776.3,2325.58,2211.78,2221.01,,
3968,2651.42,2237.28,2139.39,2155.87,,
3969,2751.53,2307.19,2192.39,2183.22,,
3970,2691.11,2266.24,2180.24,2191.22,,
3971,2663.89,2261.87,2135.71,2142.11,,
3972,2731.26,2311.42,2211.6,2214.33,,
3973,2701.45,2276.67,2153.98,2165.34,,
3974,2628.24,2208.62,2110.94,2118.48,,
3975,2774.04,2340.72,2226.86,2227.54,,
3976,2600.74,2212.77,2103.18,2120.96,,
3977,2728.5,2285.03,2159.27,2167.7,,
3978,2727.61,2295.13,2209.69,2220.18,,
3979,2712.95,2267.58,2146.01,2148.72,,
3980,2728.33,2299.8,2212.88,2219.87,,
3981,2679.56,2274.27,2154.88,2168.79,,
3982,2638.12,2231.15,2126.16,2136.27,,
3983,2802.38,2358.78,2236.29,2241.74,,
3984,2672.67,2247.46,2154.11,2177.64,,
3985,2730.33,2286.73,2172.98,2166.89,,
3986,2726.02,2306.79,2205.65,2217.77,,
3987,2677.41,2256.43,2132.01,2136.57,,
3988,2756.34,2321.27,2222.01,2220.58,,
3989,2734.89,2301.84,2188.92,2197.27,,
3990,2634.92,2212.43,2115.89,2144.1,,
3991,2771.78,2331.5,2211.54,2217.1,,
3992,2668.33,2255.98,2157.35,2168.01,,
3993,2732.48,2288.69,2167.43,2174.09,,
3994,2737.06,2314.87,2222.97,2231.06,,
3995,2655.85,2223.62,2112.54,2119,,
3996,2715.41,2273.37,2189.63,2197.06,,
3997,2710.62,2274.06,2176.41,2184.25,,
3998,2677.06,2240.41,2139.52,2146.68,,
3999,2819.97,2361.97,2248.27,2255.71,,
4000,2686.74,2248.75,2165.17,2175.95,,
4001,2699.93,2265.64,2148.23,2147.49,,
4002,2716.93,2295.41,2212.06,2212.28,,
4003,2713.26,2262.97,2138.83,2141.28,,
4004,2727.37,2287.91,2188.17,2200.27,,
4005,2769.92,2321.62,2212.36,2216.78,,
